model,scenario,region,variable,unit,time,value
canoe,nz,manitoba,secondary energy|electricity|renewables,PJ,2050,50.59208190108089
canoe,nz,manitoba,secondary energy|electricity|storage,PJ,2050,0.01131282099042878
canoe,nz,new brunswick,secondary energy|electricity|hydro,PJ,2025,10.110559849752244
canoe,nz,new brunswick,secondary energy|electricity|hydro,PJ,2030,10.110214356098828
canoe,nz,new brunswick,secondary energy|electricity|hydro,PJ,2035,10.110135630833334
canoe,nz,new brunswick,secondary energy|electricity|hydro,PJ,2040,10.109943481585896
canoe,nz,new brunswick,secondary energy|electricity|hydro,PJ,2045,10.109793921271656
canoe,nz,new brunswick,secondary energy|electricity|hydro,PJ,2050,10.109550890901088
canoe,nz,new brunswick,secondary energy|electricity|natural gas,PJ,2025,0.5872148013249665
canoe,nz,new brunswick,secondary energy|electricity|natural gas,PJ,2030,0.586477449021411
canoe,nz,new brunswick,secondary energy|electricity|natural gas,PJ,2035,0.5864126039587934
canoe,nz,new brunswick,secondary energy|electricity|natural gas,PJ,2040,0.5855640495956516
canoe,nz,new brunswick,secondary energy|electricity|natural gas,PJ,2045,0.5851039481702225
canoe,nz,new brunswick,secondary energy|electricity|nuclear,PJ,2025,20.81372828803144
canoe,nz,new brunswick,secondary energy|electricity|nuclear,PJ,2030,20.813225886256753
canoe,nz,new brunswick,secondary energy|electricity|nuclear,PJ,2035,20.514013358036863
canoe,nz,new brunswick,secondary energy|electricity|nuclear,PJ,2040,18.442102473378725
canoe,nz,new brunswick,secondary energy|electricity|nuclear,PJ,2045,15.889843612747734
canoe,nz,new brunswick,secondary energy|electricity|nuclear,PJ,2050,14.37112250882115
canoe,nz,new brunswick,secondary energy|electricity|renewables,PJ,2025,45.6321756177145
canoe,nz,new brunswick,secondary energy|electricity|renewables,PJ,2030,45.96300522417804
canoe,nz,new brunswick,secondary energy|electricity|renewables,PJ,2035,50.19387186766585
canoe,nz,new brunswick,secondary energy|electricity|renewables,PJ,2040,56.82679030150888
canoe,nz,new brunswick,secondary energy|electricity|renewables,PJ,2045,61.4123490226082
canoe,nz,new brunswick,secondary energy|electricity|renewables,PJ,2050,65.84940299608883
canoe,nz,newfoundland and labrador,secondary energy|electricity|hydro,PJ,2025,110.23442317168112
canoe,nz,newfoundland and labrador,secondary energy|electricity|hydro,PJ,2030,121.2385149817534
canoe,nz,newfoundland and labrador,secondary energy|electricity|hydro,PJ,2035,85.12559664582012
canoe,nz,newfoundland and labrador,secondary energy|electricity|hydro,PJ,2040,92.49390594011945
canoe,nz,newfoundland and labrador,secondary energy|electricity|hydro,PJ,2045,91.8378495404595
canoe,nz,newfoundland and labrador,secondary energy|electricity|hydro,PJ,2050,91.39527519631764
canoe,nz,newfoundland and labrador,secondary energy|electricity|renewables,PJ,2025,0.6673036676158778
canoe,nz,newfoundland and labrador,secondary energy|electricity|renewables,PJ,2030,0.6790334784750575
canoe,nz,newfoundland and labrador,secondary energy|electricity|renewables,PJ,2035,0.6675188894353459
canoe,nz,newfoundland and labrador,secondary energy|electricity|renewables,PJ,2040,0.02143608637952153
canoe,nz,newfoundland and labrador,secondary energy|electricity|renewables,PJ,2045,0.03460915044455846
canoe,nz,newfoundland and labrador,secondary energy|electricity|renewables,PJ,2050,0.05350511195091534
canoe,nz,nova scotia,secondary energy|electricity|coal,PJ,2025,0.4099181106518883
canoe,nz,nova scotia,secondary energy|electricity|coal,PJ,2030,0.3525405886942122
canoe,nz,nova scotia,secondary energy|electricity|coal,PJ,2035,0.39808958578474296
canoe,nz,nova scotia,secondary energy|electricity|coal,PJ,2040,0.2564031061711533
canoe,nz,nova scotia,secondary energy|electricity|coal,PJ,2045,0.1771547210464032
canoe,nz,nova scotia,secondary energy|electricity|coal,PJ,2050,0.12154358604918253
canoe,nz,nova scotia,secondary energy|electricity|hydro,PJ,2025,3.4852073881564247
canoe,nz,nova scotia,secondary energy|electricity|hydro,PJ,2030,3.485060163892083
canoe,nz,nova scotia,secondary energy|electricity|hydro,PJ,2035,3.4849302737087067
canoe,nz,nova scotia,secondary energy|electricity|hydro,PJ,2040,3.4847610329950234
canoe,nz,nova scotia,secondary energy|electricity|hydro,PJ,2045,3.4844561835175245
canoe,nz,nova scotia,secondary energy|electricity|hydro,PJ,2050,3.48388713949839
canoe,nz,nova scotia,secondary energy|electricity|natural gas,PJ,2025,3.0911091468501963
canoe,nz,nova scotia,secondary energy|electricity|natural gas,PJ,2030,2.7598349137718685
canoe,nz,nova scotia,secondary energy|electricity|natural gas,PJ,2035,3.054438145822659
canoe,nz,nova scotia,secondary energy|electricity|natural gas,PJ,2040,5.231024387463965
canoe,nz,nova scotia,secondary energy|electricity|natural gas,PJ,2045,5.826804630352219
canoe,nz,nova scotia,secondary energy|electricity|natural gas,PJ,2050,5.859283653009688
canoe,nz,nova scotia,secondary energy|electricity|renewables,PJ,2025,32.19299977913862
canoe,nz,nova scotia,secondary energy|electricity|renewables,PJ,2030,46.28750681448435
canoe,nz,nova scotia,secondary energy|electricity|renewables,PJ,2035,52.78343562628991
canoe,nz,nova scotia,secondary energy|electricity|renewables,PJ,2040,57.9931641981929
canoe,nz,nova scotia,secondary energy|electricity|renewables,PJ,2045,58.70215101067636
canoe,nz,nova scotia,secondary energy|electricity|renewables,PJ,2050,61.28023971135115
canoe,nz,nova scotia,secondary energy|electricity|storage,PJ,2035,0.013022519956730889
canoe,nz,nova scotia,secondary energy|electricity|storage,PJ,2040,0.023355206774677586
canoe,nz,nova scotia,secondary energy|electricity|storage,PJ,2045,0.06428191290433441
canoe,nz,nova scotia,secondary energy|electricity|storage,PJ,2050,0.6174381020701207
canoe,nz,ontario,secondary energy|electricity|bioenergy,PJ,2030,0.022051953021479016
canoe,nz,ontario,secondary energy|electricity|bioenergy,PJ,2035,0.0195458045471146
canoe,nz,ontario,secondary energy|electricity|hydro,PJ,2025,134.623595795306
canoe,nz,ontario,secondary energy|electricity|hydro,PJ,2030,134.62357099376848
canoe,nz,ontario,secondary energy|electricity|hydro,PJ,2035,134.62358631571016
canoe,nz,ontario,secondary energy|electricity|hydro,PJ,2040,134.62315136506027
canoe,nz,ontario,secondary energy|electricity|hydro,PJ,2045,134.62316394854307
