Model,Scenario,Region,Variable,Unit,2025,2030,2035,2040,2045,2050
Temoa,reference,BC,Emissions|n2o|F_T_JTF,?,601.2298188,635.8148035,639.64092,669.4964618,697.6921853,747.0858916
Temoa,reference,BC,Emissions|n2o|F_T_LNG,?,8.888330473,10.22785163,11.20707753,15.19963442,16.10520092,17.1027204
Temoa,reference,BC,Emissions|n2o|F_T_MDO,?,6.11526E-05,3.23034E-05,3.5269E-05,4.04082E-05,1.9916E-05,
Temoa,reference,BC,Emissions|n2o|F_T_NG,?,21.05791697,21.05804867,21.05798599,20.00855766,20.00522342,18.73806601
Temoa,reference,BC-AB,Activity|electricity,?,0.003802384,,0.013263053,0.077692332,0.122215257,0.283302409
Temoa,reference,BC-AB,Activity|electricity|E_INT,?,0.003802384,,0.013263053,0.077692332,0.122215257,0.283302409
Temoa,reference,BC-AB,Capacity|electricity,?,1.188,1.188,1.188,1.188,1.188,1.188
Temoa,reference,BC-AB,Capacity|electricity|E_INT,?,1.188,1.188,1.188,1.188,1.188,1.188
Temoa,reference,MB,Activity|agriculture|A_AGRI,?,26.1,28.83913695,27.9560195,27.1213022,27.20815733,27.69630125
Temoa,reference,MB,Activity|agriculture|E_A_ELC,?,3.445201045,3.806768297,3.690198127,3.580017222,3.591484256,3.655922015
Temoa,reference,MB,Activity|agriculture|F_A_DSL,?,16.3386,18.05329973,17.50046821,16.97793518,17.03230649,17.33788458
Temoa,reference,MB,Activity|agriculture|F_A_GSL,?,6.2118,6.863714594,6.653532641,6.454869924,6.475541445,6.591719696
Temoa,reference,MB,Activity|agriculture|F_A_NG,?,0.104398955,0.115354328,0.111820525,0.108479878,0.108825141,0.110774954
Temoa,reference,MB,Activity|commercial,?,110.4679653,114.359017,114.6264521,113.4405867,110.1661313,112.7982104
Temoa,reference,MB,Activity|commercial|C_OTHER,?,15.02575224,16.60267137,17.78331792,18.47918505,19.26377631,20.4419669
Temoa,reference,MB,Activity|commercial|C_SPC_ELC-EXS,?,3.985981406,,,,,
Temoa,reference,MB,Activity|commercial|C_SPHC_HP_AIR-NEW,?,3.29396392,15.08058992,30.81953136,38.15294805,48.46744427,55.79971484
Temoa,reference,MB,Activity|commercial|C_SPH_ELC-EXS,?,5.149819715,7.082156885,,,,
Temoa,reference,MB,Activity|commercial|C_SPH_NG-EXS,?,21.75260444,16.3148715,10.87637107,5.434799977,,
Temoa,reference,MB,Activity|commercial|C_SPH_NG_FRN-NEW,?,6.858506936,6.869731673,6.876037634,6.884405167,4.145748086,0.032637992
Temoa,reference,MB,Activity|commercial|E_C_ELC,?,17.29334892,21.97017701,24.60468603,27.67970995,31.73562977,35.304035
Temoa,reference,MB,Activity|commercial|F_C_NG,?,37.10798772,30.4388186,23.66650805,16.8095385,6.553532867,1.219855715
Temoa,reference,MB,Activity|electricity,?,327.4441858,333.5684756,342.0010207,363.1496407,389.7968867,406.6385043
Temoa,reference,MB,Activity|electricity|E_BAT_2H-NEW,?,0.008594928,0.019630175,0.024582435,0.026730067,0.028209909,0.033195686
Temoa,reference,MB,Activity|electricity|E_BAT_4H-NEW,?,0.00026338,0.002160044,0.004200829,0.00902782,0.015244904,0.023075241
Temoa,reference,MB,Activity|electricity|E_ELC_DX_to_DEM,?,78.58550328,82.28959715,84.62500736,92.84173626,101.1089969,108.2057344
Temoa,reference,MB,Activity|electricity|E_ELC_TX_to_DX,?,78.27753755,81.98138116,84.31658917,92.53341144,100.8008059,107.897714
Temoa,reference,MB,Activity|electricity|E_HYD_DLY-EXS,?,20.86641099,19.81055364,22.56697151,24.68908188,24.69018093,24.68911061
Temoa,reference,MB,Activity|electricity|E_HYD_MLY-EXS,?,73.01481081,72.84991171,73.05495081,73.26301741,73.02818292,70.92449875
Temoa,reference,MB,Activity|electricity|E_HYD_MLY-EXS-IN,?,73.01481015,72.8499122,73.05495134,73.26301792,73.02818342,70.92449925
Temoa,reference,MB,Activity|electricity|E_HYD_ROR-EXS,?,0.307965727,0.308215992,0.308418187,0.308324817,0.308191015,0.308020373
Temoa,reference,MB,Activity|electricity|E_NG_CC-NEW,?,,,,0.001330433,0.003566668,0.008177749
Temoa,reference,MB,Activity|electricity|E_NG_CCS-NEW,?,,,,4.96266E-05,0.000182464,0.000441545
Temoa,reference,MB,Activity|electricity|E_NG_CC_RFIT_BYPASS,?,,,,0.001283819,0.003655305,0.008742117
Temoa,reference,MB,Activity|electricity|E_NG_CT-EXS,?,,,,0.000520463,,
Temoa,reference,MB,Activity|electricity|E_NG_CT-NEW,?,,,,0.001364679,0.016581359,0.042517407
Temoa,reference,MB,Activity|electricity|E_SOL_PV-NEW-1,?,,7.37603E-05,0.000865928,0.002011405,0.003719875,0.006380496
Temoa,reference,MB,Activity|electricity|E_SOL_PV-NEW-2,?,,6.35637E-05,0.000840452,0.001980743,0.003651587,0.006211552
Temoa,reference,MB,Activity|electricity|E_SOL_PV-NEW-3,?,,4.18099E-05,0.000777127,0.001850243,0.003296276,0.005497165
Temoa,reference,MB,Activity|electricity|E_SOL_PV-NEW-4,?,,5.23561E-05,0.000806034,0.001867462,0.003348167,0.005631637
Temoa,reference,MB,Activity|electricity|E_SOL_PV-NEW-5,?,,4.12066E-05,0.000755121,0.001818737,0.0033103,0.005475879
Temoa,reference,MB,Activity|electricity|E_WND_ON-EXS,?,3.312010269,3.278012576,3.338544608,,,
Temoa,reference,MB,Activity|electricity|E_WND_ON-NEW-1,?,0.000863377,0.001825251,0.004019123,0.006801422,0.010027957,0.01363036
Temoa,reference,MB,Activity|electricity|E_WND_ON-NEW-10,?,0.001304379,0.003495021,0.008788018,0.015104573,0.022221637,0.030576536
Temoa,reference,MB,Activity|electricity|E_WND_ON-NEW-11,?,0.001142514,0.002544748,0.005703653,0.009061268,0.012972322,0.017217038
Temoa,reference,MB,Activity|electricity|E_WND_ON-NEW-12,?,0.001575436,0.004057755,0.009747061,0.016260857,0.023627686,0.031828467
Temoa,reference,MB,Activity|electricity|E_WND_ON-NEW-13,?,0.002280132,0.005500885,0.012963758,0.020565931,0.02921716,0.038357355
Temoa,reference,MB,Activity|electricity|E_WND_ON-NEW-2,?,0.006501961,0.023246972,0.081171854,0.166244735,0.344342951,0.647403925
Temoa,reference,MB,Activity|electricity|E_WND_ON-NEW-3,?,0.006129043,0.022280427,0.075364574,0.152158624,0.297000409,0.499447034
Temoa,reference,MB,Activity|electricity|E_WND_ON-NEW-4,?,0.007082215,0.030117562,0.239695662,5.206563189,13.81215025,13.90987947
Temoa,reference,MB,Activity|electricity|E_WND_ON-NEW-5,?,0.003068838,0.007779034,0.017311351,0.026716851,0.037670559,0.0492962
Temoa,reference,MB,Activity|electricity|E_WND_ON-NEW-6,?,0.005921301,0.022671155,0.084642315,0.191744223,0.454041849,0.833747792
Temoa,reference,MB,Activity|electricity|E_WND_ON-NEW-7,?,0.006202967,0.024024307,0.099765165,0.274474033,1.496018077,7.123521728
Temoa,reference,MB,Activity|electricity|E_WND_ON-NEW-8,?,0.004869699,0.015346979,0.03972928,0.06819754,0.104710898,0.144432027
Temoa,reference,MB,Activity|electricity|E_WND_ON-NEW-9,?,0.000967052,0.002290702,0.005741816,0.009834015,0.014538009,0.020081691
Temoa,reference,MB,Activity|electricity|F_E_BIO_M,?,,,0.000513046,0.002320955,0.004235773,0.006186254
Temoa,reference,MB,Activity|electricity|F_E_NG,?,0.00836978,0.013647465,0.017603083,0.035167211,0.084803279,0.177974522
Temoa,reference,MB,Activity|fuel|F_IMP_BIO,?,11.67,12.59,13.05,13.28,13.38,13.46
Temoa,reference,MB,Activity|fuel|F_IMP_BIO_M,?,,,0.000513046,0.002320955,0.004235773,0.006186254
Temoa,reference,MB,Activity|fuel|F_IMP_CNG,?,0.01434181,0.005496282,,,,
Temoa,reference,MB,Activity|fuel|F_IMP_DSL,?,43.63841354,45.32614261,43.7985678,38.05586895,29.25635161,27.76281346
Temoa,reference,MB,Activity|fuel|F_IMP_ETH,?,2.30954812,3.005894202,2.393950836,1.227954738,1.356462914,1.421848369
Temoa,reference,MB,Activity|fuel|F_IMP_GSL,?,24.89814388,23.89711507,20.21925405,13.41328011,14.16216462,14.64886045
Temoa,reference,MB,Activity|fuel|F_IMP_HFO,?,37.907875,39.3778698,40.57786365,41.78785458,43.13784726,44.78604105
Temoa,reference,MB,Activity|fuel|F_IMP_JTF,?,11.08136955,12.24212117,13.06544038,13.98054286,14.85285605,15.90437861
Temoa,reference,MB,Activity|fuel|F_IMP_LNG,?,10.380593,11.75705019,12.76328199,15.74788597,16.67856216,17.70357424
Temoa,reference,MB,Activity|fuel|F_IMP_NG,?,103.2616898,99.49682248,97.40004296,94.27579556,88.02304416,85.66554356
Temoa,reference,MB,Activity|fuel|F_IMP_RDSL,?,1.137492231,1.136368453,1.09575415,0.878247241,0.509335213,0.434372037
Temoa,reference,MB,Activity|fuel|F_IMP_WOOD,?,1.393440832,0.929460562,0.465592783,,,
Temoa,reference,MB,Activity|industrial|E_I_ELC,?,24.34000001,26.57000003,28.50000003,29.92000003,31.15000003,32.22000003
Temoa,reference,MB,Activity|industrial|F_I_BIO,?,11.67,12.59,13.05,13.28,13.38,13.46
Temoa,reference,MB,Activity|industrial|F_I_HFO,?,37.75000002,39.22000001,40.42000002,41.63000001,42.98000002,44.67000001
Temoa,reference,MB,Activity|industrial|F_I_NG,?,41.35000002,41.85000002,43.73000002,44.20000002,45.20000001,46.97000002
Temoa,reference,MB,Activity|industrial|I_IND,?,115.1100001,120.2300001,125.7000001,129.0300001,132.7100001,137.3200001
Temoa,reference,MB,Activity|residential,?,104.3983879,103.4824436,104.2675896,107.248068,110.7453552,114.9339642
Temoa,reference,MB,Activity|residential|E_R_ELC,?,26.91167082,23.1696594,19.79541423,17.92936696,16.31610301,16.85725105
Temoa,reference,MB,Activity|residential|F_R_NG,?,23.68540627,26.12227194,28.87031066,32.16754062,35.1207524,36.47682945
Temoa,reference,MB,Activity|residential|F_R_WOOD,?,1.393440832,0.929460562,0.465592783,,,
Temoa,reference,MB,Activity|residential|R_APP_CL_WASH-EXS,?,0.016580462,0.0061749,,,,
Temoa,reference,MB,Activity|residential|R_APP_CL_WASH-TYP-NEW,?,0.006553026,0.017370668,0.024523404,0.024858844,0.025402641,0.027194344
Temoa,reference,MB,Activity|residential|R_APP_COOK_ELEC-EXS,?,0.019031886,0.011517358,0.00226728,,,
Temoa,reference,MB,Activity|residential|R_APP_COOK_NG-TYP-NEW,?,0.007084489,0.014759117,0.023780659,0.028869815,0.029368192,0.030541808
Temoa,reference,MB,Activity|residential|R_APP_DRY_ELEC-EXS,?,0.012242956,0.005663713,,,,
Temoa,reference,MB,Activity|residential|R_APP_DRY_NG-TYP-NEW,?,0.011297485,0.017554748,0.023901377,0.02635559,0.026637608,0.027605959
Temoa,reference,MB,Activity|residential|R_APP_DS_WASH-EXS,?,0.011231085,0.005712629,,,,
Temoa,reference,MB,Activity|residential|R_APP_DS_WASH-TYP-NEW,?,0.006324057,0.011801671,0.018029204,0.018590691,0.018985568,0.019489319
Temoa,reference,MB,Activity|residential|R_APP_FREZ-EXS,?,0.015598215,0.010630778,0.005896346,,,
Temoa,reference,MB,Activity|residential|R_APP_FREZ-TYP-NEW,?,0.005297818,0.008827736,0.012739831,0.018637991,0.021793127,0.022968191
Temoa,reference,MB,Activity|residential|R_APP_OTH,?,0.584606434,0.594237133,0.615187801,0.63765438,0.66171461,0.687265874
Temoa,reference,MB,Activity|residential|R_APP_REFR-EXS,?,0.021134828,0.000678602,,,,
Temoa,reference,MB,Activity|residential|R_APP_REFR-TYP-NEW,?,0.017245595,0.035319936,0.040388143,0.041863113,0.043442708,0.045120193
Temoa,reference,MB,Activity|residential|R_LGT_CFL-EXS,?,1.174291708,0.755283483,0.287011892,,,
Temoa,reference,MB,Activity|residential|R_LGT_LED-EXS,?,1.723335493,1.723720003,1.637540767,1.723715062,1.378965841,0.948028742
Temoa,reference,MB,Activity|residential|R_LGT_LED-TYP-NEW,?,4.312280986,4.962370951,5.911437378,6.499466189,7.285130362,8.096377849
Temoa,reference,MB,Activity|residential|R_LGT_T12-EXS,?,0.483548874,0.378823355,0.25991988,0.16835749,0.044055701,
Temoa,reference,MB,Activity|residential|R_SPC_CENT_AC-EXS,?,4.921942492,3.475562256,2.026614407,0.23171357,,
Temoa,reference,MB,Activity|residential|R_SPC_ROOM_AC-EXS,?,0.195409544,,,,,
Temoa,reference,MB,Activity|residential|R_SPHC_AIR_HP-TYP-NEW,?,4.376443465,6.168691987,8.597211498,11.54015443,12.31422532,12.78999691
Temoa,reference,MB,Activity|residential|R_SPHC_GEO_HP-TYP-NEW,?,,,,,0.000108195,0.000113263
Temoa,reference,MB,Activity|residential|R_SPHC_NG_HP-TYP-NEW,?,,,0.000109178,0.000109356,0.000231818,0.000148381
Temoa,reference,MB,Activity|residential|R_SPH_ELEC-EXS,?,9.151372997,6.743117688,4.334866397,1.733946447,,
Temoa,reference,MB,Activity|residential|R_SPH_ELEC_RAD-NEW,?,,,,,,0.000133265
Temoa,reference,MB,Activity|residential|R_SPH_HP-EXS,?,0.540576577,0.294860094,0.0196119,,,
Temoa,reference,MB,Activity|residential|R_SPH_NG-EXS,?,12.96299381,9.150347251,5.337701103,0.610020114,,
Temoa,reference,MB,Activity|residential|R_SPH_NG_FRN-TYP-NEW,?,4.027163932,11.18032794,18.24922535,26.09780335,29.41658706,30.5520764
Temoa,reference,MB,Activity|residential|R_SPH_WOOD-ELC-EXS,?,0.696556301,0.46436896,0.232184401,,,
Temoa,reference,MB,Activity|residential|R_WAH_ELC-EXS,?,2.137321437,1.165811515,0.077751141,,,
Temoa,reference,MB,Activity|residential|R_WAH_ELEC-TYP-NEW,?,,1.978002423,4.845131089,7.738358538,8.028188128,8.337528059
Temoa,reference,MB,Activity|residential|R_WAH_HP-TYP-NEW,?,3.184466162,3.186568599,2.55324153,0.010685404,0.013662914,0.015295139
Temoa,reference,MB,Activity|residential|R_WAH_NG-EXS,?,1.785937871,0.892946173,,,,
Temoa,reference,MB,Activity|transportation,?,273.0067879,287.7198117,292.1431564,291.0292225,294.6530838,307.9855864
Temoa,reference,MB,Activity|transportation|E_T_ELC,?,6.595282486,6.77299241,8.034708945,13.7326421,18.31577982,20.1685263
Temoa,reference,MB,Activity|transportation|F_T_CNG,?,0.01434181,0.005496282,,,,
Temoa,reference,MB,Activity|transportation|F_T_DSL,?,27.29981354,27.27284288,26.29809959,21.07793377,12.22404512,10.42492888
Temoa,reference,MB,Activity|transportation|F_T_ETH,?,2.30954812,3.005894202,2.393950836,1.227954738,1.356462914,1.421848369
Temoa,reference,MB,Activity|transportation|F_T_GSL,?,18.68634388,17.03340048,13.5657214,6.958410182,7.686623178,8.057140757
Temoa,reference,MB,Activity|transportation|F_T_HFO,?,0.157874982,0.157869793,0.157863639,0.157854571,0.157847241,0.116041039
Temoa,reference,MB,Activity|transportation|F_T_JTF,?,11.08136955,12.24212117,13.06544038,13.98054286,14.85285605,15.90437861
Temoa,reference,MB,Activity|transportation|F_T_LNG,?,10.380593,11.75705019,12.76328199,15.74788597,16.67856216,17.70357424
Temoa,reference,MB,Activity|transportation|F_T_NG,?,1.005141113,0.956730127,1.003800633,0.955069338,0.955130464,0.710108905
Temoa,reference,MB,Activity|transportation|F_T_RDSL,?,1.137492231,1.136368453,1.09575415,0.878247241,0.509335213,0.434372037
Temoa,reference,MB,Activity|transportation|T_BLND_ETH_GSL,?,20.995892,20.03929468,15.95967224,8.18636492,9.043086092,9.478989126
Temoa,reference,MB,Activity|transportation|T_BLND_GSL_ELC_PHEV35,?,11.65300795,12.137178,11.91139172,12.23150646,11.74749323,11.74749195
Temoa,reference,MB,Activity|transportation|T_BLND_JTF,?,11.08136807,12.24211787,13.0654354,13.9805358,14.85284697,15.90437129
Temoa,reference,MB,Activity|transportation|T_BLND_RDSL_DSL,?,28.43730577,28.40921133,27.39385374,21.95618101,12.73338033,10.85930092
Temoa,reference,MB,Activity|transportation|T_ELC_AC_DC,?,0.04704733,0.007548873,0.009965778,0.000501202,,0.015243443
Temoa,reference,MB,Activity|transportation|T_H2_COMP_100_700,?,0.848102601,0.779946049,0.820832287,0.779945509,0.779818815,0.58975097
Temoa,reference,MB,Activity|transportation|T_H2_COMP_10_100,?,0.848102601,0.779926473,0.820811503,0.779895714,0.779771474,0.58972563
Temoa,reference,MB,Activity|transportation|T_H2_HDV_REFUEL,?,0.131026426,0.131026493,0.207089744,0.40212656,0.352771079,0.17942977
Temoa,reference,MB,Activity|transportation|T_H2_LDV_REFUEL,?,,,,,0.38718424,0.387181612
Temoa,reference,MB,Activity|transportation|T_H2_MDV_REFUEL,?,0.712831067,0.643496687,0.608128091,0.374075819,0.035960308,0.020295871
Temoa,reference,MB,Activity|transportation|T_H2_distribution,?,0.848102601,0.780050491,0.820978724,0.780301342,0.779996188,0.589875657
Temoa,reference,MB,Activity|transportation|T_HDV_AJF_JFL_EX,?,0.008608079,0.008365648,0.008365627,0.006499589,,
Temoa,reference,MB,Activity|transportation|T_HDV_AJF_JFL_N,?,0.097594995,0.110312237,0.121180505,0.1320916,0.148330196,0.158666504
Temoa,reference,MB,Activity|transportation|T_HDV_AJP_JFL_EX,?,0.855865102,0.764876919,0.582046707,0.445091356,,
Temoa,reference,MB,Activity|transportation|T_HDV_AJP_JFL_N,?,7.627630759,8.678205755,9.589665762,10.4594202,11.62654016,12.44965269
Temoa,reference,MB,Activity|transportation|T_HDV_BIC_DSL_EX,?,0.005089022,0.00025249,,,,
Temoa,reference,MB,Activity|transportation|T_HDV_BIC_GSL_N,?,0.171937658,0.196122406,0.214637458,0.229994228,0.245003039,0.262426591
Temoa,reference,MB,Activity|transportation|T_HDV_BS_BEV_N,?,,,0.002093421,0.563689784,0.79850962,1.120201686
Temoa,reference,MB,Activity|transportation|T_HDV_BS_DSL_EX,?,0.04307139,0.018142994,,,,
Temoa,reference,MB,Activity|transportation|T_HDV_BS_FCHEV_N,?,0.723173507,0.840387193,0.926995591,0.433741379,0.264953306,0.018606055
Temoa,reference,MB,Activity|transportation|T_HDV_BS_GSL_EX,?,0.009498845,0.004365278,,,,
Temoa,reference,MB,Activity|transportation|T_HDV_BT_BEV_EX,?,0.020685006,0.009692647,,,,
Temoa,reference,MB,Activity|transportation|T_HDV_BT_BEV_N,?,0.431246373,0.518155827,0.501982922,0.203310655,0.260119185,0.483894881
Temoa,reference,MB,Activity|transportation|T_HDV_BT_CNG_EX,?,0.006660593,0.000580563,,,,
Temoa,reference,MB,Activity|transportation|T_HDV_BT_DSL_EX,?,0.028766847,0.012680166,,,,
Temoa,reference,MB,Activity|transportation|T_HDV_BT_FCHEV_N,?,,,0.0839682,0.424854354,0.409627276,0.233297176
Temoa,reference,MB,Activity|transportation|T_HDV_CHRG,?,0.248041906,0.253005696,0.225049956,1.507626045,5.573491598,6.949113588
Temoa,reference,MB,Activity|transportation|T_HDV_RF_DSL_EX,?,10.08563235,10.08565015,10.08564634,,,
Temoa,reference,MB,Activity|transportation|T_HDV_RF_LNG_N,?,46.74661208,53.1756829,58.05706265,73.0506448,77.88883865,83.40304046
Temoa,reference,MB,Activity|transportation|T_HDV_RICP_DSL_EX,?,0.151209488,0.151207752,0.123861475,0.071373841,0.050423136,
Temoa,reference,MB,Activity|transportation|T_HDV_RICP_DSL_N,?,0.049673607,0.072395243,0.116991981,0.186828118,0.224871942,0.294783412
Temoa,reference,MB,Activity|transportation|T_HDV_T_BEV_N,?,,,,3.321324066,13.60937668,17.52430276
Temoa,reference,MB,Activity|transportation|T_HDV_T_DSL_EX,?,3.231172549,2.518459469,1.382628058,,,
Temoa,reference,MB,Activity|transportation|T_HDV_T_DSL_HEV_N,?,11.71876055,14.12243799,16.54055474,15.88857855,6.870918735,4.405502807
Temoa,reference,MB,Activity|transportation|T_HDV_T_FCHEV_N,?,,,,0.005938626,0.007605569,0.00897507
Temoa,reference,MB,Activity|transportation|T_HDV_WTF_HFO_EX,?,0.999951542,0.999896272,0.999831423,0.999740977,0.999647233,
Temoa,reference,MB,Activity|transportation|T_HDV_WTF_HFO_N,?,,,,,,0.99964208
Temoa,reference,MB,Activity|transportation|T_I_H2_ELC_ALK,?,0.032122663,2.20108E-05,,,,
Temoa,reference,MB,Activity|transportation|T_I_H2_ELC_PEM,?,0.002511637,,,,,7.11377E-05
Temoa,reference,MB,Activity|transportation|T_I_H2_SMR,?,0.812066888,0.772939997,0.810954522,0.77156817,0.771488021,0.573488327
Temoa,reference,MB,Activity|transportation|T_LDV_BEV_CHRG,?,0.04177259,0.076143103,1.264266051,4.781079369,4.79412435,5.026564654
Temoa,reference,MB,Activity|transportation|T_LDV_C_BEV150_EX,?,0.049222138,0.038708414,,,,
Temoa,reference,MB,Activity|transportation|T_LDV_C_BEV150_N,?,,,0.279954318,1.157522993,1.202237943,1.305141617
Temoa,reference,MB,Activity|transportation|T_LDV_C_BEV200_N,?,,,0.559910251,2.315048399,2.404478278,2.610285832
Temoa,reference,MB,Activity|transportation|T_LDV_C_BEV300_N,?,,,0.839867316,3.472573925,3.606718661,3.915430154
Temoa,reference,MB,Activity|transportation|T_LDV_C_BEV400_N,?,,,1.119823126,4.630099457,4.808958587,5.220574035
Temoa,reference,MB,Activity|transportation|T_LDV_C_DSL_EX,?,0.002722964,,,,,
Temoa,reference,MB,Activity|transportation|T_LDV_C_FCEV400_N,?,,,,,0.54495757,0.55784773
Temoa,reference,MB,Activity|transportation|T_LDV_C_GSL_EX,?,0.314308534,0.160944222,,,,
Temoa,reference,MB,Activity|transportation|T_LDV_C_GSL_HEV_EX,?,0.007665675,0.003679075,,,,
Temoa,reference,MB,Activity|transportation|T_LDV_C_GSL_HEV_N,?,8.901279793,10.12290398,8.327091716,0.352929609,0.150786949,0.008963218
Temoa,reference,MB,Activity|transportation|T_LDV_C_GSL_PHEV35_EX,?,0.000847641,0.00024334,,,,
Temoa,reference,MB,Activity|transportation|T_LDV_LTF_DSL_EX,?,0.00488377,0.004979805,,,,
Temoa,reference,MB,Activity|transportation|T_LDV_LTF_GSL_EX,?,0.081144563,0.059295315,0.010405687,,,
Temoa,reference,MB,Activity|transportation|T_LDV_LTF_GSL_PHEV35_N,?,1.291999179,1.471145144,1.642981164,1.773816331,1.891248846,2.025125075
Temoa,reference,MB,Activity|transportation|T_LDV_LTP_DSL_EX,?,0.03109578,0.019837938,0.002068306,,,
Temoa,reference,MB,Activity|transportation|T_LDV_LTP_GSL_EX,?,0.78339023,0.5222852,0.089798691,,,
Temoa,reference,MB,Activity|transportation|T_LDV_LTP_GSL_HEV_EX,?,0.004899274,0.00447959,,,,
Temoa,reference,MB,Activity|transportation|T_LDV_LTP_GSL_HEV_N,?,,,,,1.313740092,1.958300616
Temoa,reference,MB,Activity|transportation|T_LDV_LTP_GSL_PHEV35_N,?,12.08615214,13.81854212,15.38242374,16.59100606,16.37690504,16.98465867
Temoa,reference,MB,Activity|transportation|T_LDV_M_BEV_N,?,0.041760329,0.118368771,0.176528783,0.208525976,0.222229648,0.237962979
Temoa,reference,MB,Activity|transportation|T_LDV_M_GSL_EX,?,0.120614173,0.06231434,0.018008332,,,
Temoa,reference,MB,Activity|transportation|T_LDV_PHEV_CHRG,?,4.287260303,4.465404522,4.382349186,4.500125213,4.3219756,4.321968346
Temoa,reference,MB,Activity|transportation|T_MDV_CHRG,?,1.229879013,1.213534183,1.265705655,1.482356515,1.707009097,1.777025534
Temoa,reference,MB,Activity|transportation|T_MDV_T_BEV_N,?,0.715978266,0.83872492,0.958801553,1.163479381,1.386507368,1.492001355
Temoa,reference,MB,Activity|transportation|T_MDV_T_DSL_EX,?,0.058198826,0.043100961,0.019417199,,,
Temoa,reference,MB,Activity|transportation|T_MDV_T_FCHEV_N,?,0.211435079,0.229521882,0.236056558,0.151044266,0.015082556,0.008430891
Temoa,reference,MB,Activity|transportation|T_MDV_T_GSL_EX,?,0.037064192,0.026995634,0.011672394,,,
Temoa,reference,MB,Activity|transportation|T_OFF,?,4.32504295,4.814258715,5.185728223,5.559323552,5.927427965,6.347065111
Temoa,reference,MB,Capacity|commercial,?,238.5093925,189.5569307,190.4381357,186.3725287,196.1019725,209.0151463
Temoa,reference,MB,Capacity|commercial|C_SPC_AC_ROOF-NEW,?,0.001881943,0.003930332,0.005777912,0.00774691,0.008310713,0.008479085
Temoa,reference,MB,Capacity|commercial|C_SPC_ELC-EXS,?,37.03486162,24.68990775,12.34495387,,,
Temoa,reference,MB,Capacity|commercial|C_SPHC_HP_AIR-NEW,?,8.694464912,39.80539096,105.5779407,136.005336,179.0968955,208.7926553
Temoa,reference,MB,Capacity|commercial|C_SPHC_HP_GEO-NEW,?,0.000740853,0.001595419,0.002434731,0.002797804,0.003030957,0.003204858
Temoa,reference,MB,Capacity|commercial|C_SPH_ELC-EXS,?,75.9858962,30.39435848,,,,
Temoa,reference,MB,Capacity|commercial|C_SPH_ELC_BLR-NEW,?,0.006863599,0.014781105,0.023886465,0.027521761,0.030894441,0.033963093
Temoa,reference,MB,Capacity|commercial|C_SPH_ELC_RES-NEW,?,0.00684126,0.014707057,0.023742916,0.030015944,0.03244958,0.034551898
Temoa,reference,MB,Capacity|commercial|C_SPH_NG-EXS,?,88.78521971,66.58891478,44.39260986,22.19630493,,
Temoa,reference,MB,Capacity|commercial|C_SPH_NG_FRN-NEW,?,27.99262243,28.04334477,28.06678919,28.10280535,16.93039129,0.142292072
Temoa,reference,MB,Capacity|electricity,?,12.11735795,12.21306218,12.33565619,12.53225647,13.12496757,13.74026124
Temoa,reference,MB,Capacity|electricity|E_BAT_2H-NEW,?,0.001531818,0.003817671,0.005633933,0.005662811,0.005224005,0.005788061
Temoa,reference,MB,Capacity|electricity|E_BAT_4H-NEW,?,0.000277387,0.000714063,0.001323712,0.001877092,0.002591012,0.003541563
Temoa,reference,MB,Capacity|electricity|E_BIO_M-NEW,?,4.69797E-05,9.60356E-05,0.000149124,0.000205925,0.000267067,0.000332362
Temoa,reference,MB,Capacity|electricity|E_HYD_DLY-EXS,?,1.433,1.433,1.433,1.433,1.433,1.433
Temoa,reference,MB,Capacity|electricity|E_HYD_MLY-EXS,?,4.648,4.648,4.648,4.648,4.648,4.648
Temoa,reference,MB,Capacity|electricity|E_HYD_MLY-EXS-IN,?,4.648,4.648,4.648,4.648,4.648,4.648
Temoa,reference,MB,Capacity|electricity|E_HYD_ROR-EXS,?,0.023,0.023,0.023,0.023,0.023,0.023
Temoa,reference,MB,Capacity|electricity|E_NG_CC-NEW,?,0.001190388,0.002624786,0.004517376,0.006731541,0.009490779,0.012391425
Temoa,reference,MB,Capacity|electricity|E_NG_CCS-NEW,?,0.00013234,0.000289363,0.000491282,0.00072141,0.000991971,0.001298292
Temoa,reference,MB,Capacity|electricity|E_NG_CCS_RFIT_90,?,5.73721E-05,0.000122991,0.000198711,0.000284009,0.000379159,0.000486733
Temoa,reference,MB,Capacity|electricity|E_NG_CCS_RFIT_95,?,5.58746E-05,0.000119825,0.000193735,0.00027702,0.00036989,0.000474938
Temoa,reference,MB,Capacity|electricity|E_NG_CT-EXS,?,0.28,0.28,0.28,0.28,,
Temoa,reference,MB,Capacity|electricity|E_NG_CT-NEW,?,0.817890424,0.899018953,0.986356087,1.145381943,1.459731977,1.720283144
Temoa,reference,MB,Capacity|electricity|E_SOL_PV-NEW-1,?,9.53421E-05,0.000225439,0.000422845,0.000667515,0.000985208,0.001411736
Temoa,reference,MB,Capacity|electricity|E_SOL_PV-NEW-2,?,9.59132E-05,0.000226847,0.000424851,0.000670449,0.000985409,0.001405905
Temoa,reference,MB,Capacity|electricity|E_SOL_PV-NEW-3,?,9.37181E-05,0.000221252,0.000412317,0.000645746,0.000942806,0.001320928
